"Wikidata.ID","X","Name.der.Institution","Ort","Einrichtungsart","bool_OA_Website","bool_OA_Beauftragte","bool_OA.Policy","bool_OA.Leitlinie","bool_OA.PL","bool_Repositorium.URL","bool_Berliner.Erklärung","bool_OA2020","X1","score","OpenScore_institution","bundesländer_score","country_score","institutionType","add.OA_Website","add.OA_Beauftragte","add.OA_Beauftragte_URL","add.OA.Policy.URL","add.OA.Leitlinie.URL","add.Repositorium.URL","add.OA.Verlag.URL","additional.infos","item","name","coord","lat","lon","ZoomLevel"
"Q1001338","Baden-Württemberg","Duale Hochschule Baden-Württemberg Lörrach","Lörrach","Hochschule",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule","https://dhbw-loerrach.de/home",NA,NA,"www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf",NA,NA,NA," OA websites:<a href='https://dhbw-loerrach.de/home'>https://dhbw-loerrach.de/home</a> OA Policy URL:<a href='www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf'>www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf</a>","http://www.wikidata.org/entity/Q1001338","Q1001338","Point(7.67724 47.61733)",47.61733,7.67724,"3"
"Q1011953","Sachsen-Anhalt","Burg Giebichenstein Kunsthochschule Halle","Halle","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"16.67%",16.67,51.52,39.55,"Hochschule",NA,NA,NA,NA,NA,"opendata.uni-halle.de/",NA,"  OA Repositorium URL:<a href='opendata.uni-halle.de/'>opendata.uni-halle.de/</a>","http://www.wikidata.org/entity/Q1011953","Q1011953","Point(11.9549 51.5027)",51.5027,11.9549,"3"
"Q1017599","Berlin","BSP Business School Berlin","Berlin","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,40.09,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1017599","Q1017599","Point(13.054074 52.406958)",52.406958,13.054074,"3"
"Q1060","Hamburg","Technische Universität Hamburg","Hamburg","Universität",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5,"83.33%",83.33,32.32,39.55,"Universität","www.tub.tuhh.de/publizieren/openaccess/","Inken Feldsien-Sudhaus","www.tub.tuhh.de/home/ansprechpartner/inken-feldsien-sudhaus/","www.tub.tuhh.de/publizieren/openaccess/open-access-at-tuhh/",NA,"tore.tuhh.de/",NA," OA websites:<a href='www.tub.tuhh.de/publizieren/openaccess/'>www.tub.tuhh.de/publizieren/openaccess/</a> OA Beauftragte:<a href='Inken Feldsien-Sudhaus'>Inken Feldsien-Sudhaus</a> OA Beauftragte URL:<a href='www.tub.tuhh.de/home/ansprechpartner/inken-feldsien-sudhaus/'>www.tub.tuhh.de/home/ansprechpartner/inken-feldsien-sudhaus/</a> OA Policy URL:<a href='www.tub.tuhh.de/publizieren/openaccess/open-access-at-tuhh/'>www.tub.tuhh.de/publizieren/openaccess/open-access-at-tuhh/</a> OA Repositorium URL:<a href='tore.tuhh.de/'>tore.tuhh.de/</a>","http://www.wikidata.org/entity/Q1060","Universitat Tècnica d'Hamburg","Point(9.969505555 53.460958333)",53.460958333333,9.9695055555556,"3"
"Q1110267","Nordrhein-Westfalen","CBS Cologne Business School GmbH","Köln","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.2,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1110267","Q1110267","Point(6.949201 50.924503)",50.924503,6.949201,"3"
"Q1118809","Baden-Württemberg","Fraunhofer-Institut für Physikalische Messtechnik (IPM)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","https://www.openaccess.fraunhofer.de/",NA,NA,"https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf",NA,"https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html",NA," OA websites:<a href='https://www.openaccess.fraunhofer.de/'>https://www.openaccess.fraunhofer.de/</a> OA Policy URL:<a href='https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf'>https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf</a> OA Repositorium URL:<a href='https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html'>https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html</a>","http://www.wikidata.org/entity/Q1118809","Q1118809","Point(7.83062 48.01784)",48.01784,7.83062,"3"
"Q1119337","Nordrhein-Westfalen","Max-Planck-Institut für Gesellschaftsforschung (MPIFG)","Köln","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.2,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1119337","Q1119337","Point(6.95417 50.9267)",50.9267,6.95417,"3"
"Q1167435","Hessen","Fraunhofer-Institut für Biomedizinische Technik (IBMT)","Sulzbach","Forschungsorganisation: Frauenhofer-Gesellschaft",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution","https://www.openaccess.fraunhofer.de/",NA,NA,"https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf",NA,"https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html",NA," OA websites:<a href='https://www.openaccess.fraunhofer.de/'>https://www.openaccess.fraunhofer.de/</a> OA Policy URL:<a href='https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf'>https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf</a> OA Repositorium URL:<a href='https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html'>https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html</a>","http://www.wikidata.org/entity/Q1167435","Q1167435","Point(7.10874 49.2708)",49.2708,7.10874,"3"
"Q1170236","Hessen","Max-Planck-Institut für terrestrische Mikrobiologie (MPIterMic)","Marburg","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1170236","Q1170236","Point(8.810833 50.806389)",50.806389,8.810833,"3"
"Q1183724","Berlin","DEKRA Hochschule für Medien","Berlin","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,40.09,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1183724","Q1183724","Point(13.4523379 52.5039965)",52.5039965,13.4523379,"3"
"Q1200666","Berlin","design akademie berlin - SRH Hochschule für Kommunikation und Design","Berlin","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,40.09,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1200666","Q1200666","Point(13.4346863 52.4921399)",52.4921399,13.4346863,"3"
"Q1202543","Bayern","Leibniz-Institut für Lebensmittel-Systembiologie","Freising","Forschungsorganisation: Leibniz-Gemeinschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,39.16,39.55,"ForschungsInstitution",NA,NA,NA,"https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf",NA,"https://open.ifz-muenchen.de/client/#/",NA,"  OA Policy URL:<a href='https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf'>https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf</a> OA Repositorium URL:<a href='https://open.ifz-muenchen.de/client/#/'>https://open.ifz-muenchen.de/client/#/</a>","http://www.wikidata.org/entity/Q1202543","Q1202543","Point(11.7111 48.398)",48.398008,11.711281,"3"
"Q1203864","Niedersachsen","Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH","Braunschweig","Forschungsorganisation: Leibniz-Gemeinschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,45.83,39.55,"ForschungsInstitution",NA,NA,NA,"https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf",NA,"http://www.leibnizopen.de/home/",NA,"  OA Policy URL:<a href='https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf'>https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf</a> OA Repositorium URL:<a href='http://www.leibnizopen.de/home/'>http://www.leibnizopen.de/home/</a>","http://www.wikidata.org/entity/Q1203864","Q1203864","Point(10.531262 52.212262)",52.212262,10.531262,"3"
"Q1204536","Nordrhein-Westfalen","Deutsche Zentralbibliothek für Medizin (ZB MED) - Informationszentrum Lebenswissenschaften","Köln","Forschungsorganisation: Leibniz-Gemeinschaft",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,"100%",100,35.2,39.55,"ForschungsInstitution","https://www.zbmed.de/publizieren/uebersicht/","Dr. Ursula Arning","https://www.zbmed.de/kontakt/ursula-arning/","https://www.zbmed.de/fileadmin/user_upload/Downloads/Open-Access-Policy_Feb_2017.pdf",NA,"https://www.publisso.de/","PUBLISSO Publishing"," OA websites:<a href='https://www.zbmed.de/publizieren/uebersicht/'>https://www.zbmed.de/publizieren/uebersicht/</a> OA Beauftragte:<a href='Dr. Ursula Arning'>Dr. Ursula Arning</a> OA Beauftragte URL:<a href='https://www.zbmed.de/kontakt/ursula-arning/'>https://www.zbmed.de/kontakt/ursula-arning/</a> OA Policy URL:<a href='https://www.zbmed.de/fileadmin/user_upload/Downloads/Open-Access-Policy_Feb_2017.pdf'>https://www.zbmed.de/fileadmin/user_upload/Downloads/Open-Access-Policy_Feb_2017.pdf</a> OA Repositorium URL:<a href='https://www.publisso.de/'>https://www.publisso.de/</a> OA Verlag URL:<a href='PUBLISSO Publishing'>PUBLISSO Publishing</a>","http://www.wikidata.org/entity/Q1204536","Biblioteca Nacional d'Alemanya de Medicina","Point(6.916296 50.924567)",50.72675,7.0865277777778,"3"
"Q1205596","Nordrhein-Westfalen","Deutsches Diabetes-Zentrum (DDZ)","Düsseldorf","Forschungsorganisation: Leibniz-Gemeinschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"33.33%",33.33,35.2,39.55,"ForschungsInstitution",NA,NA,NA,"https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf",NA,"https://leibnizopen.de/home/",NA,"  OA Policy URL:<a href='https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf'>https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf</a> OA Repositorium URL:<a href='https://leibnizopen.de/home/'>https://leibnizopen.de/home/</a>","http://www.wikidata.org/entity/Q1205596","Q1205596","Point(6.78728 51.204816)",51.20477778,6.78738889,"3"
"Q1205654","Brandenburg","Helmholtz-Zentrum Potsdam - Deutsches GeoForschungsZentrum (GFZ)","Potsdam","Forschungsorganisation: Helmholtz-Gemeinschaft",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,45,39.55,"ForschungsInstitution",NA,"Roland Bertelmann","os.helmholtz.de/open-science-in-der-helmholtz-gemeinschaft/akteure-und-ihre-rollen/#c2556",NA,NA,"gfzpublic.gfz-potsdam.de/",NA,"  OA Beauftragte:<a href='Roland Bertelmann'>Roland Bertelmann</a> OA Beauftragte URL:<a href='os.helmholtz.de/open-science-in-der-helmholtz-gemeinschaft/akteure-und-ihre-rollen/#c2556'>os.helmholtz.de/open-science-in-der-helmholtz-gemeinschaft/akteure-und-ihre-rollen/#c2556</a> OA Repositorium URL:<a href='gfzpublic.gfz-potsdam.de/'>gfzpublic.gfz-potsdam.de/</a>","http://www.wikidata.org/entity/Q1205654","Q1205654","Point(13.0644 52.3826)",52.3826,13.0644,"3"
"Q1205726","Brandenburg","Deutsches Institut für Ernährungsforschung Potsdam-Rehbrücke (DIFE)","Nuthetal","Forschungsorganisation: Leibniz-Gemeinschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,45,39.55,"ForschungsInstitution",NA,NA,NA,"https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf",NA,"http://www.leibnizopen.de/home/",NA,"  OA Policy URL:<a href='https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf'>https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf</a> OA Repositorium URL:<a href='http://www.leibnizopen.de/home/'>http://www.leibnizopen.de/home/</a>","http://www.wikidata.org/entity/Q1205726","Q1205726","Point(13.105172 52.348441)",52.348441,13.105172,"3"
"Q1205727","Nordrhein-Westfalen","Deutsches Institut für Erwachsenenbildung (DIE) - Leibniz-Zentrum für Lebenslanges Lernen e.V.","Bonn","Forschungsorganisation: Leibniz-Gemeinschaft",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,35.2,39.55,"ForschungsInstitution","https://www.die-bonn.de/institut/dienstleistungen/publikationen/texte-online.aspx",NA,NA,"https://www.die-bonn.de/institut/dienstleistungen/publikationen/oa_policy.aspx",NA,"https://www.die-bonn.de/weiterbildung/literaturrecherche/suchfunktion_DIESpace.aspx",NA," OA websites:<a href='https://www.die-bonn.de/institut/dienstleistungen/publikationen/texte-online.aspx'>https://www.die-bonn.de/institut/dienstleistungen/publikationen/texte-online.aspx</a> OA Policy URL:<a href='https://www.die-bonn.de/institut/dienstleistungen/publikationen/oa_policy.aspx'>https://www.die-bonn.de/institut/dienstleistungen/publikationen/oa_policy.aspx</a> OA Repositorium URL:<a href='https://www.die-bonn.de/weiterbildung/literaturrecherche/suchfunktion_DIESpace.aspx'>https://www.die-bonn.de/weiterbildung/literaturrecherche/suchfunktion_DIESpace.aspx</a>","http://www.wikidata.org/entity/Q1205727","Q1205727","Point(7.13683 50.703982)",50.703982,7.13683,"3"
"Q1205899","Niedersachsen","Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)","Göttingen","Forschungsorganisation: Leibniz-Gemeinschaft",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,45.83,39.55,"ForschungsInstitution","https://www.dpz.eu/de/abteilung/bibliothek/serviceangebot.html",NA,NA,"https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf",NA,"http://www.leibnizopen.de/home/",NA," OA websites:<a href='https://www.dpz.eu/de/abteilung/bibliothek/serviceangebot.html'>https://www.dpz.eu/de/abteilung/bibliothek/serviceangebot.html</a> OA Policy URL:<a href='https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf'>https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf</a> OA Repositorium URL:<a href='http://www.leibnizopen.de/home/'>http://www.leibnizopen.de/home/</a>","http://www.wikidata.org/entity/Q1205899","Q1205899","Point(9.9523 51.5615)",51.5615,9.9523,"3"
"Q1233544","Baden-Württemberg","Hochschule der Medien Stuttgart","Stuttgart","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"16.67%",16.67,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA,"hdms.bsz-bw.de/home",NA,"  OA Repositorium URL:<a href='hdms.bsz-bw.de/home'>hdms.bsz-bw.de/home</a>","http://www.wikidata.org/entity/Q1233544","Q1233544","Point(9.1012 48.7408)",48.7408,9.1012,"3"
"Q1245583","Nordrhein-Westfalen","Rheinische Fachhochschule Köln gGmbH","Köln","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.2,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1245583","Q1245583","Point(6.9419 50.9799)",50.9799,6.9419,"3"
"Q1248645","Mecklenburg-Vorpommern","Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)","Greifswald","Forschungsorganisation: Leibniz-Gemeinschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,52.38,39.55,"ForschungsInstitution",NA,NA,NA,"https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf",NA,"http://www.leibnizopen.de/home/",NA,"  OA Policy URL:<a href='https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf'>https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf</a> OA Repositorium URL:<a href='http://www.leibnizopen.de/home/'>http://www.leibnizopen.de/home/</a>","http://www.wikidata.org/entity/Q1248645","Q1248645","Point(13.401872 54.091638)",54.091638,13.401872,"3"
"Q1251781","Nordrhein-Westfalen","Max-Planck-Institut für molekulare Physiologie","Dortmund","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.2,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1251781","Q1251781","Point(7.409806 51.489667)",51.489667,7.409806,"3"
"Q1257534","Brandenburg","Fachhochschule für Finanzen Brandenburg","Königs Wusterhausen","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,45,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1257534","Q1257534","Point(13.6153 52.2926)",52.2926,13.6153,"3"
"Q1262310","Hamburg","EBC Hochschule","Hamburg","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,32.32,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1262310","Q1262310","Point(9.991502 53.55759)",53.557777777778,9.9913888888889,"3"
"Q1262599","Baden-Württemberg","Duale Hochschule Baden-Württemberg Karlsruhe","Karlsruhe","Hochschule",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule","https://www.karlsruhe.dhbw.de/startseite.html",NA,NA,"www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf",NA,NA,NA," OA websites:<a href='https://www.karlsruhe.dhbw.de/startseite.html'>https://www.karlsruhe.dhbw.de/startseite.html</a> OA Policy URL:<a href='www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf'>www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf</a>","http://www.wikidata.org/entity/Q1262599","Q1262599","Point(8.38552 49.0261)",49.0261,8.38552,"3"
"Q1262605","Baden-Württemberg","Duale Hochschule Baden-Württemberg","Stuttgart","Hochschule",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule","www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/",NA,NA,"www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf",NA,NA,NA," OA websites:<a href='www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/'>www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/</a> OA Policy URL:<a href='www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf'>www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf</a>","http://www.wikidata.org/entity/Q1262605","Q1262605","Point(9.17622 48.7823)",48.7823,9.17622,"3"
"Q1262608","Baden-Württemberg","Duale Hochschule Baden-Württemberg Mannheim","Mannheim","Hochschule",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule","www.mannheim.dhbw.de/service/bibliothek/elektronisches-publizieren",NA,NA,"www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf",NA,NA,NA," OA websites:<a href='www.mannheim.dhbw.de/service/bibliothek/elektronisches-publizieren'>www.mannheim.dhbw.de/service/bibliothek/elektronisches-publizieren</a> OA Policy URL:<a href='www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf'>www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf</a>","http://www.wikidata.org/entity/Q1262608","Q1262608","Point(8.53472 49.4744)",49.4744,8.53472,"3"
"Q1262612","Baden-Württemberg","Duale Hochschule Baden-Württemberg Stuttgart","Stuttgart","Hochschule",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule","www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/",NA,NA,"www.dhbw-stuttgart.de/fileadmin/dateien-horb/Bibliothek/Open_Access_Policy_der_DHBW_2020.pdf",NA,NA,NA," OA websites:<a href='www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/'>www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/</a> OA Policy URL:<a href='www.dhbw-stuttgart.de/fileadmin/dateien-horb/Bibliothek/Open_Access_Policy_der_DHBW_2020.pdf'>www.dhbw-stuttgart.de/fileadmin/dateien-horb/Bibliothek/Open_Access_Policy_der_DHBW_2020.pdf</a>","http://www.wikidata.org/entity/Q1262612","Q1262612","Point(9.17083 48.7736)",48.7736,9.17083,"3"
"Q1280712","Bayern","Hochschule für angewandtes Management","Ismaning","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,39.16,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1280712","Hochschule für angewandtes Management","Point(13.486328 52.523719)",52.523719,13.486328,"3"
"Q1287942","Baden-Württemberg","Max-Planck-Institut für Intelligente Systeme","Stuttgart","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1287942","Q1287942","Point(9.08139 48.7467)",48.7467,9.08139,"3"
"Q1290544","Schleswig-Holstein","Helmholtz-Zentrum Geesthacht (HZG) - Zentrum für Material- und Küstenforschung GmbH","Geesthacht","Forschungsorganisation: Helmholtz-Gemeinschaft",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6,"100%",100,43.48,39.55,"ForschungsInstitution","www.hzg.de/campus_career/library/open_access/","Dr. Gisbert Breitbach","os.helmholtz.de/open-science-in-der-helmholtz-gemeinschaft/akteure-und-ihre-rollen/#c2556",NA,NA,"http://edoc.sub.uni-hamburg.de/klimawandel/",NA," OA websites:<a href='www.hzg.de/campus_career/library/open_access/'>www.hzg.de/campus_career/library/open_access/</a> OA Beauftragte:<a href='Dr. Gisbert Breitbach'>Dr. Gisbert Breitbach</a> OA Beauftragte URL:<a href='os.helmholtz.de/open-science-in-der-helmholtz-gemeinschaft/akteure-und-ihre-rollen/#c2556'>os.helmholtz.de/open-science-in-der-helmholtz-gemeinschaft/akteure-und-ihre-rollen/#c2556</a> OA Repositorium URL:<a href='http://edoc.sub.uni-hamburg.de/klimawandel/'>http://edoc.sub.uni-hamburg.de/klimawandel/</a>","http://www.wikidata.org/entity/Q1290544","Q1290544","Point(10.42638889 53.40444444)",53.40444444,10.42638889,"3"
