"item","name","coord","lat","lon","Wikidata.ID"
"http://www.wikidata.org/entity/Q315175","Q315175","Point(12.36783611 51.33340583)",51.33340583,12.36783611,"Q315175"
"http://www.wikidata.org/entity/Q1451975","Q1451975","Point(9.09919 48.74189)",48.74189,9.09919,"Q1451975"
"http://www.wikidata.org/entity/Q438787","Q438787","Point(7.84656 48.0009)",48.0009,7.84656,"Q438787"
"http://www.wikidata.org/entity/Q1315154","Q1315154","Point(7.84506 48.0275)",48.0275,7.84506,"Q1315154"
"http://www.wikidata.org/entity/Q1451990","Q1451990","Point(9.09692 48.7406)",48.7406,9.09692,"Q1451990"
"http://www.wikidata.org/entity/Q1451988","Q1451988","Point(9.0981035 48.74104)",48.74104,9.0981035,"Q1451988"
"http://www.wikidata.org/entity/Q1452001","Q1452001","Point(8.520277777 49.017222222)",49.017222222222,8.5202777777778,"Q1452001"
"http://www.wikidata.org/entity/Q1452007","Q1452007","Point(9.09951 48.7417)",48.7417,9.09951,"Q1452007"
"http://www.wikidata.org/entity/Q1432182","Q1432182","Point(8.42601 49.0145)",49.0145,8.42601,"Q1432182"
"http://www.wikidata.org/entity/Q1452023","Q1452023","Point(9.09691 48.741)",48.741,9.09691,"Q1452023"
"http://www.wikidata.org/entity/Q1118809","Q1118809","Point(7.83062 48.01784)",48.01784,7.83062,"Q1118809"
"http://www.wikidata.org/entity/Q1452037","Q1452037","Point(7.83468 48.009)",48.009,7.83468,"Q1452037"
"http://www.wikidata.org/entity/Q1439718","Q1439718","Point(8.44153 49.0278)",49.0278,8.44153,"Q1439718"
"http://www.wikidata.org/entity/Q33121946","Q33121946","Point(8.399226 49.005856)",49.005856,8.399226,"Q33121946"
"http://www.wikidata.org/entity/Q449325","Q449325","Point(8.6725 49.41416667)",49.41416667,8.6725,"Q449325"
"http://www.wikidata.org/entity/Q1485220","Q1485220","Point(8.46294 49.485686)",49.485686,8.46294,"Q1485220"
"http://www.wikidata.org/entity/Q1664834","Q1664834","Point(8.471988888 49.488233333)",49.488233333333,8.4719888888889,"Q1664834"
"http://www.wikidata.org/entity/Q1813768","Q1813768","Point(9.04930556 48.50847222)",48.524439,9.054848,"Q1813768"
"http://www.wikidata.org/entity/Q835416","Q835416","Point(7.861247 47.998451)",47.998451,7.861247,"Q835416"
"http://www.wikidata.org/entity/Q656142","Institut de Recerca Matemàtica d'Oberwolfach","Point(8.235277777 48.345555555)",48.345555555556,8.2352777777778,"Q656142"
"http://www.wikidata.org/entity/Q191206","Q191206","Point(8.465832 49.481949)",49.481949,8.465832,"Q191206"
"http://www.wikidata.org/entity/Q1912116","Institut Max-Planck de recerca sobre el be comú","Point(7.126389 50.716667)",50.716667,7.126389,"Q1912116"
"http://www.wikidata.org/entity/Q1912065","Q1912065","Point(9.057474 48.53667)",48.5369,9.05806,"Q1912065"
"http://www.wikidata.org/entity/Q835529","Q835529","Point(9.080833 48.746667)",48.746667,9.080833,"Q835529"
"http://www.wikidata.org/entity/Q1912076","Q1912076","Point(7.851667 48.025)",48.025115,7.851963,"Q1912076"
"http://www.wikidata.org/entity/Q1287942","Q1287942","Point(9.08139 48.7467)",48.7467,9.08139,"Q1287942"
"http://www.wikidata.org/entity/Q1912104","Q1912104","Point(9.05847 48.5367)",48.5367,9.05847,"Q1912104"
"http://www.wikidata.org/entity/Q316653","Q316653","Point(8.70917 49.3878)",49.3878,8.70917,"Q316653"
"http://www.wikidata.org/entity/Q209610","Institut Max Planck d'astronomia","Point(8.72306 49.3964)",49.3964,8.72306,"Q209610"
"http://www.wikidata.org/entity/Q324178","Q324178","Point(8.67542 49.412276)",49.412276,8.67542,"Q324178"
"http://www.wikidata.org/entity/Q1457829","Q1457829","Point(9.05806 48.5369)",48.5369,9.05806,"Q1457829"
"http://www.wikidata.org/entity/Q1733921","Q1733921","Point(8.39444056 49.00655028)",49.00655028,8.39444056,"Q1733921"
"http://www.wikidata.org/entity/Q2324294","Q2324294","Point(9.174288888 48.80015)",48.80015,9.1742888888889,"Q2324294"
"http://www.wikidata.org/entity/Q414258","Q414258","Point(9.19111 48.894)",48.894,9.19111,"Q414258"
"http://www.wikidata.org/entity/Q30263681","Q30263681","Point(9.18182 48.7926)",48.7926,9.18182,"Q30263681"
