"Wikidata.ID","X","Name.der.Institution","Ort","Einrichtungsart","OA.Webseite.der.Institution","OA.Beauftragte.r","OA.Policy","OA.Leitlinie","Berliner.Erklärung","OA2020","bool_OA_Website","bool_OA_Beauftragte","bool_OA.Policy","bool_OA.Leitlinie","bool_OA.PL","bool_Repositorium.URL","bool_Berliner.Erklärung","bool_OA2020","X1","score","OpenScore_institution","bundesländer_score","country_score","institutionType"
"Q315175","Sachsen","Hochschule für Grafik und Buchkunst Leipzig","Leipzig","Hochschule",NA,NA,NA,NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,"16.67%",16.67,51.33,39.55,"Hochschule"
"Q1451975","Baden-Württemberg","Fraunhofer-Institut Informationszentrum Raum und Bau (IRB)","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q438787","Baden-Württemberg","Fraunhofer-Institut für Kurzzeitdynamik, Ernst-Mach-Institut (EMI)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1315154","Baden-Württemberg","Fraunhofer-Institut für Angewandte Festkörperphysik (IAF)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1451990","Baden-Württemberg","Fraunhofer-Institut für Arbeitswirtschaft und Organisation (IAO)","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1451988","Baden-Württemberg","Fraunhofer-Institut für Bauphysik (IBP)","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1452001","Baden-Württemberg","Fraunhofer-Institut für Chemische Technologie (ICT)","Pfinztal","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1452007","Baden-Württemberg","Fraunhofer-Institut für Grenzflächen- und Bioverfahrenstechnik (IGB)","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1432182","Baden-Württemberg","Fraunhofer-Institut für Optronik, Systemtechnik und Bildauswertung IOSB","Karlsruhe","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1452023","Baden-Württemberg","Fraunhofer-Institut für Produktionstechnik und Automatisierung IPA","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1118809","Baden-Württemberg","Fraunhofer-Institut für Physikalische Messtechnik (IPM)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1452037","Baden-Württemberg","Fraunhofer-Institut für Solare Energiesysteme (ISE)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1439718","Baden-Württemberg","Fraunhofer-Institut für System- und Innovationsforschung (ISI)","Karlsruhe","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1452044","Baden-Württemberg","Fraunhofer-Institut für Werkstoffmechanik (IWM)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q33121946","Baden-Württemberg","Helmholtz-Allianz für Astroteilchenphysik","Eggenstein-Leopoldshafen","Forschungsorganisation: Helmholtz-Gemeinschaft",NA,NA,"nein","https://gfzpublic.gfz-potsdam.de/pubman/item/item_5004288","ja, als HGF","ja","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE",3,"50%",50,35.26,39.55,"ForschungsInstitution"
"Q449325","Baden-Württemberg","Deutsches Krebsforschungszentrum (DKFZ)","Heidelberg","Forschungsorganisation: Helmholtz-Gemeinschaft","www.dkfz.de/de/zbib/info/o-a.html","Dagmar Sitek","nein","https://gfzpublic.gfz-potsdam.de/pubman/item/item_5004288","ja; als HGF","ja","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE",6,"100%",100,35.26,39.55,"ForschungsInstitution"
"Q1388737","Baden-Württemberg","FIZ Karlsruhe - Leibniz-Institut für Informationsinfrastruktur GmbH (FIZ KA)","Eggenstein-Leopoldshafen","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1485220","Baden-Württemberg","GESIS - Leibniz-Institut für Sozialwissenschaften","Mannheim","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1664834","Baden-Württemberg","Leibniz-Institut für Deutsche Sprache (IDS)","Mannheim","Forschungsorganisation: Leibniz-Gemeinschaft","https://www1.ids-mannheim.de/bibliothek/open-access-am-ids.html","Monika Pohlschmidt","ja","https://www1.ids-mannheim.de/bibliothek/open-access-am-ids/leitlinie.html","ja, als WGL","ja, als WGL","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",6,"100%",100,35.26,39.55,"ForschungsInstitution"
"Q1813768","Baden-Württemberg","Leibniz-Institut für Wissensmedien (IWM)","Tübingen","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.iwm-tuebingen.de/www/de/forschung/openscience/index.html",NA,"ja","https://www.iwm-tuebingen.de/www/de/forschung/openscience/index.html","ja, als WGL","ja, als WGL","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution"
"Q835416","Baden-Württemberg","Leibniz-Institut für Sonnenphysik (KIS)","Freiburg","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q656142","Baden-Württemberg","Mathematisches Forschungsinstitut Oberwolfach gGmbH (MFO)","Oberwolfach","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q191206","Baden-Württemberg","Leibniz-Zentrum für Europäische Wirtschaftsforschung GmbH (ZEW)","Mannheim","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.zew.de/das-zew/ueber-das-zew",NA,"ja",NA,"ja, als WGL","ja, als WGL","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution"
"Q1912116","Baden-Württemberg","Max-Planck-Institut zur Erforschung von Kriminalität, Sicherheit und Recht","Freiburg","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"nein",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE",3,"50%",50,35.26,39.55,"ForschungsInstitution"
"Q73525350","Baden-Württemberg","Max-Planck-Institut für Verhaltensbiologie","Radolfzell","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1912065","Baden-Württemberg","Max-Planck-Institut für Entwicklungsbiologie","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q835529","Baden-Württemberg","Max-Planck-Institut für Festkörperforschung (MPI-FKF)","Stuttgart","Forschungsorganisation: Max-Planck-Gesellschaft","www.is.mpg.de/de/pages/bibliothek",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution"
"Q1912076","Baden-Württemberg","Max-Planck-Institut für Immunbiologie und Epigenetik","Freiburg","Forschungsorganisation: Max-Planck-Gesellschaft","www.ie-freiburg.mpg.de/4061248/Library",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution"
"Q1287942","Baden-Württemberg","Max-Planck-Institut für Intelligente Systeme","Stuttgart","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1912104","Baden-Württemberg","Max-Planck-Institut für biologische Kybernetik","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q316653","Baden-Württemberg","Max-Planck-Institut für Kernphysik","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft","www3.mpi-hd.mpg.de/mpi/en/bibliothek/open-access/",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution"
"Q209610","Baden-Württemberg","Max-Planck-Institut für Astronomie (MPIA)","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft","www.mpia.de/de/services/bibliothek/open-access",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution"
"Q389143","Baden-Württemberg","Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q324178","Baden-Württemberg","Max-Planck-Institut für medizinische Forschung","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft","https://www.mr.mpg.de/14123639/openaccess",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution"
NA,"Baden-Württemberg","EU Regional Office Baden-Württemberg","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"ForschungsInstitution"
"Q1457829","Baden-Württemberg","Friedrich-Miescher-Laboratorium für biologische Arbeitsgruppen in der Max-Planck-Gesellschaft","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q15834500","Baden-Württemberg","Max-Planck-Stiftung für Internationalen Frieden und Rechtsstaatlichkeit","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"ForschungsInstitution"
NA,"Baden-Württemberg","Max-Planck-Institut für Intelligente Systeme, Standort Tübingen","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution"
"Q1262602","Baden-Württemberg","Duale Hochschule Baden-Württemberg Heidenheim","Heidenheim","Hochschule","www.heidenheim.dhbw.de/service-einrichtungen/bibliothek/tabs/6344/1/accordion/6980/1",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",2,"33.33%",33.33,35.26,39.55,"Hochschule"
"Q1733921","Baden-Württemberg","Karlshochschule International University","Karlsruhe","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
NA,"Baden-Württemberg","Hochschule für Kirchenmusik der Diözese Rottenburg-Stuttgart","Rottenburg","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q2324294","Baden-Württemberg","Staatliche Akademie der Bildenden Künste Stuttgart","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q414258","Baden-Württemberg","Akademie für Darstellende Kunst Baden-Württemberg   (Theaterakademie Ludwigsburg)","Ludwigsburg","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q30263681","Baden-Württemberg","AKAD University","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q2586224","Baden-Württemberg","Allensbach Hochschule","Konstanz","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1001338","Baden-Württemberg","Duale Hochschule Baden-Württemberg Lörrach","Lörrach","Hochschule","https://dhbw-loerrach.de/home",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",2,"33.33%",33.33,35.26,39.55,"Hochschule"
"Q1262612","Baden-Württemberg","Duale Hochschule Baden-Württemberg Stuttgart","Stuttgart","Hochschule","www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",2,"33.33%",33.33,35.26,39.55,"Hochschule"
"Q1262615","Baden-Württemberg","Duale Hochschule Baden-Württemberg Villingen-Schwenningen","Villingen-Schwenningen","Hochschule","www.dhbw-vs.de/studierende/serviceeinrichtungen/bibliothek/wissenschaftliches-arbeiten.html",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",2,"33.33%",33.33,35.26,39.55,"Hochschule"
"Q1262605","Baden-Württemberg","Duale Hochschule Baden-Württemberg","Stuttgart","Hochschule","www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",2,"33.33%",33.33,35.26,39.55,"Hochschule"
"Q880440","Baden-Württemberg","Evangelische Hochschule Freiburg","Freiburg","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1338536","Baden-Württemberg","Evangelische Hochschule Ludwigsburg - Hochschule für Soziale Arbeit, Diakonie und Religionspädagogik","Ludwigsburg","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,"16.67%",16.67,35.26,39.55,"Hochschule"
"Q2207700","Baden-Württemberg","SRH Fernhochschule Riedlingen","Riedlingen","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1391225","Baden-Württemberg","CODE University of Applied Sciences","Schwetzingen","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q880577","Baden-Württemberg","Filmakademie Baden-Württemberg","Ludwigsburg","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1453964","Baden-Württemberg","Freie Hochschule Stuttgart - Seminar für Waldorfpädagogik","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1513916","Baden-Württemberg","German Graduate School of Management and Law","Heilbronn","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1622148","Baden-Württemberg","Hochschule der Bundesagentur für Arbeit Mannheim","Mannheim","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1233544","Baden-Württemberg","Hochschule der Medien Stuttgart","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,"16.67%",16.67,35.26,39.55,"Hochschule"
"Q1622159","Baden-Württemberg","Hochschule der Wirtschaft für Management gGmbH","Mannheim","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q18287426","Baden-Württemberg","Duale Hochschule Baden-Württemberg Heilbronn","Heilbronn","Hochschule","www.cas.dhbw.de/bibliothek/services/wissenschaftliches-publizieren/",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",2,"33.33%",33.33,35.26,39.55,"Hochschule"
"Q896116","Baden-Württemberg","Staatliche Hochschule für Gestaltung Karlsruhe","Karlsruhe","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,"16.67%",16.67,35.26,39.55,"Hochschule"
"Q21040608","Baden-Württemberg","Hochschule für Kommunikation und Gestaltung","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q28738614","Baden-Württemberg","Hochschule für Kirchenmusik der Evangelischen Landeskirche in Baden","Heidelberg","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q448324","Baden-Württemberg","Hochschule für Musik Karlsruhe","Karlsruhe","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1622214","Baden-Württemberg","Hochschule für Polizei Baden-Württemberg","Villingen-Schwenningen","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1540704","Baden-Württemberg","Hochschule für Technik Stuttgart","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1622229","Baden-Württemberg","Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen","Nürtingen","Hochschule","www.hfwu.de/hochschule-fuer-wirtschaft-und-umwelt-nuertingen-geislingen/elektronisches-publizieren/",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",3,"50%",50,35.26,39.55,"Hochschule"
"Q50038623","Baden-Württemberg","Hochschule für Gesundheitsorientierte Wissenschaften Rhein-Neckar","Mannheim","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q568692","Baden-Württemberg","Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1622079","Baden-Württemberg","Hochschule Biberach","Biberach","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q2207707","Baden-Württemberg","SRH Hochschule Heidelberg","Heidelberg","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,"16.67%",16.67,35.26,39.55,"Hochschule"
"Q1622071","Baden-Württemberg","Hochschule Aalen","Aalen","Hochschule","www.hs-aalen.de/de/pages/bibliothek_wissenschaftliches-arbeiten-und-publizieren",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",3,"50%",50,35.26,39.55,"Hochschule"
"Q1441039","Baden-Württemberg","Hochschule Albstadt-Sigmaringen","Sigmaringen","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,35.26,39.55,"Hochschule"
"Q1622101","Baden-Württemberg","Hochschule Esslingen","Esslingen","Hochschule",NA,NA,"ja",NA,"nein","nein","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",2,"33.33%",33.33,35.26,39.55,"Hochschule"
"Q529572","Baden-Württemberg","Hochschule Furtwangen","Furtwangen","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,"16.67%",16.67,35.26,39.55,"Hochschule"
"Q327693","Baden-Württemberg","Hochschule Heilbronn","Heilbronn","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,"16.67%",16.67,35.26,39.55,"Hochschule"
"Q761708","Baden-Württemberg","Hochschule Karlsruhe - Technik und Wirtschaft","Karlsruhe","Hochschule","www.hs-karlsruhe.de/hochschule/einrichtungen/fachbibliothek/open-access-publizieren",NA,"nein",NA,"nein","nein","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"16.67%",16.67,35.26,39.55,"Hochschule"
