"Wikidata.ID","X","Name.der.Institution","Ort","Einrichtungsart","OA.Webseite.der.Institution","OA.Beauftragte.r","OA.Policy","OA.Leitlinie","Berliner.Erklärung","OA2020","bool_OA_Website","bool_OA_Beauftragte","bool_OA.Policy","bool_OA.Leitlinie","bool_OA.PL","bool_Repositorium.URL","bool_Berliner.Erklärung","bool_OA2020","X1","score","OpenScore_institution","bundesländer_score","country_score","institutionType"
"Q470487","Hamburg","Bucerius Law School - Hochschule für Rechtswissenschaft Hamburg","Hamburg","Universität","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,32.32,39.55,"Universität"
"Q1683524","Hamburg","Kühne Logistics University - The KLU Hamburg","Hamburg","Universität","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,32.32,39.55,"Universität"
"Q1167435","Hessen","Fraunhofer-Institut für Biomedizinische Technik (IBMT)","Sulzbach","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q71250662","Hessen","Fraunhofer-Institut für Energiewirtschaft und Energiesystemtechnik (IEE)","Kassel","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q1452008","Hessen","Fraunhofer-Institut für Graphische Datenverarbeitung (IGD)","Darmstadt","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q1451993","Hessen","Fraunhofer-Institut für Betriebsfestigkeit und Systemzuverlässigkeit (LBF)","Darmstadt","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q1452030","Hessen","Fraunhofer-Institut für Sichere Informationstechnologie (SIT)","Darmstadt","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q703993","Hessen","GSI Helmholtzzentrum für Schwerionenforschung GmbH","Darmstadt","Forschungsorganisation: Helmholtz-Gemeinschaft","www.gsi.de/bibliothekunddokumentation/open_access_gsi.htm?C=0","Katrin Große","nein","https://gfzpublic.gfz-potsdam.de/pubman/item/item_5004288","ja, als HGF","ja","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE",6,"100%",100,34.24,39.55,"ForschungsInstitution"
"Q1205728","Hessen","Leibniz-Institut für Bildungsforschung und Bildungsinformation (DIPF)","Frankfurt","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q1615908","Hessen","Leibniz-Institut Hessische Stiftung Friedens- und Konfliktforschung (HSFK)","Frankfurt","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.hsfk.de/publikationen/open-access",NA,"ja",NA,"ja, als WGL","ja, als WGL","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,34.24,39.55,"ForschungsInstitution"
"Q85559999","Hessen","Leibniz-Institut für Finanzmarktforschung SAFE","Frankfurt am Main","Forschungsorganisation: Leibniz-Gemeinschaft","https://safe-frankfurt.de/de/forschung/translate-to-deutsch-open-access.html",NA,"ja",NA,"ja, als WGL","ja, als WGL","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,34.24,39.55,"ForschungsInstitution"
"Q880568","Hessen","Senckenberg Gesellschaft für Naturforschung (SGN)","Frankfurt","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.senckenberg.de/de/wissenschaft/forschungsinfrastruktur/bibliotheken/open-access/",NA,"ja",NA,"ja, als WGL","ja, als WGL","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,34.24,39.55,"ForschungsInstitution"
"Q15834499","Hessen","Max-Planck-Institut für empirische Ästhetik (MPIEA)","Frankfurt","Forschungsorganisation: Max-Planck-Gesellschaft","www.aesthetics.mpg.de/bibliothek/open-access.html",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,34.24,39.55,"ForschungsInstitution"
"Q255876","Hessen","Max-Planck-Institut für Biophysik","Frankfurt","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q832398","Hessen","Max-Planck-Institut für Hirnforschung","Frankfurt","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q30265290","Hessen","Max-Planck-Forschungsstelle für Neurogenetik","Frankfurt","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q1567092","Hessen","Max-Planck-Institut für Herz- und Lungenforschung","Bad Nauheim","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q1170236","Hessen","Max-Planck-Institut für terrestrische Mikrobiologie (MPIterMic)","Marburg","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,34.24,39.55,"ForschungsInstitution"
"Q1912108","Hessen","Max-Planck-Institut für Rechtsgeschichte und Rechtstheorie","Frankfurt","Forschungsorganisation: Max-Planck-Gesellschaft","www.rg.mpg.de/open-access",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,34.24,39.55,"ForschungsInstitution"
"Q284992","Hessen","Hochschule Darmstadt","Darmstadt","Hochschule","bib.h-da.de/services/open-access/open-access-publizieren",NA,"ja",NA,"ja","nein","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE",3,"50%",50,34.24,39.55,"Hochschule"
"Q453821","Hessen","Hochschule Fulda","Fulda","Hochschule","www.hs-fulda.de/hlb/informationen-fuer/forschende-und-lehrende/open-access-publizieren",NA,"nein","www.hs-fulda.de/hlb/service/weitere-serviceangebote/forschen-publizieren/open-access-publizieren/open-access-leitlinie-der-hochschule-fulda","ja","nein","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,34.24,39.55,"Hochschule"
"Q870192","Hessen","Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz Gemeinschaft","Marburg","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.herder-institut.de/open-access.html",NA,"ja",NA,"ja, als WGL","ja, als WGL","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,34.24,39.55,"ForschungsInstitution"
"Q1615884","Hessen","Hessische Hochschule für Finanzen und Rechtspflege","Rotenburg","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q338514","Hessen","accadis Hochschule Bad Homburg","Bad Homburg","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q636031","Hessen","Archivschule Marburg","Marburg","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
NA,"Hessen","CVJM-Hochschule Kassel","Kassel","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q1622174","Hessen","Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU), University of Applied Sciences","Bad Hersfeld","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q1153856","Hessen","DIPLOMA Hochschule","Bad Sooden-Allendorf","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q1380207","Hessen","Evangelische Hochschule Darmstadt (EHD)","Darmstadt","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q1380215","Hessen","Evangelische Hochschule Tabor Marburg","Marburg","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q812648","Hessen","Frankfurt University of Applied Sciences","Frankfurt","Hochschule","www.frankfurt-university.de/de/hochschule/bibliothek/open-access-und-urheberrecht/",NA,"nein",NA,"nein","nein","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",2,"33.33%",33.33,34.24,39.55,"Hochschule"
"Q1454033","Hessen","Freie Theologische Hochschule Gießen (FTH)","Gießen","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q1622179","Hessen","Hochschule für Gestaltung Offenbach","Offenbach","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q317796","Hessen","Hochschule für Musik und Darstellende Kunst Frankfurt am Main","Frankfurt","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q1481465","Hessen","Hessische Hochschule für Polizei und Verwaltung","Wiesbaden","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q1622099","Hessen","Hochschule Fresenius","Idstein","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q2718928","Hessen","Hochschule Geisenheim","Geisenheim","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,"16.67%",16.67,34.24,39.55,"Hochschule"
"Q542415","Hessen","Hochschule RheinMain (Wiesbaden/Rüsselsheim)","Wiesbaden","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q1792453","Hessen","Kunsthochschule Kassel an der Universität Kassel","Kassel","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q21040613","Hessen","Hochschule der Polizei Rheinland-Pfalz","Hahn-Flughafen","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q2113846","Hessen","Provadis Hochschule, School of International Management and Technology","Frankfurt","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
NA,"Hessen","Hochschule für Bildende Künste - Städelschule","Frankfurt","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
NA,"Hessen","Studienzentrum der Finanzverwaltung und Justiz in Rotenburg an der Fulda","Rotenburg","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q2418963","Hessen","Theologische Hochschule Ewersbach","Dietzhölztal","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q2418934","Hessen","Theologische Fakultät Fulda","Fulda","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,"16.67%",16.67,34.24,39.55,"Hochschule"
"Q1877909","Hessen","Lutherische Theologische Hochschule Oberursel","Oberursel","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q314684","Hessen","Technische Hochschule Mittelhessen (Gießen/Friedberg)","Gießen","Hochschule","www.thm.de/bibliothek/lehreplus/veroeffentlichen/open-access-und-publizieren",NA,"nein",NA,"nein","nein","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"16.67%",16.67,34.24,39.55,"Hochschule"
"Q2572209","Hessen","Wilhelm Büchner Hochschule","Pfungstadt","Hochschule","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Hochschule"
"Q833822","Hessen","Universität Kassel","Kassel","Universität","https://www.uni-kassel.de/ub/publizieren/open-access","Dr. Tobias Pohlmann","ja",NA,"ja","ja","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",6,"100%",100,34.24,39.55,"Universität"
"Q310695","Hessen","Technische Universität Darmstadt","Darmstadt","Universität","www.ulb.tu-darmstadt.de/service/elektronisches_publizieren/open_access_an_der_tu/index.de.jsp","Prof. Dr. Andrea Rapp","ja",NA,"ja","nein","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE",5,"83.33%",83.33,34.24,39.55,"Universität"
"Q316272","Hessen","EBS Universität für Wirtschaft und Recht, Wiesbaden","Wiesbaden","Universität","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Universität"
"Q1444899","Hessen","Frankfurt School of Finance & Management gemeinnützige GmbH","Frankfurt","Universität","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Universität"
"Q895645","Hessen","Philosophisch-Theologische Hochschule Sankt Georgen","Frankfurt am Main","Universität",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Universität"
"Q2496396","Hessen","Universitätsklinikum Gießen und Marburg (UKGM) Standort Gießen","Gießen","Universität","Recherche fehlt","Recherche fehlt","Recherche fehlt","Recherche fehlt","nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,34.24,39.55,"Universität"
"Q50662","Hessen","Goethe-Universität Frankfurt am Main","Frankfurt","Universität","www.uni-frankfurt.de/54800999/Open-Access","Dr. Roland Wagner","ja",NA,"nein","nein","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",4,"66.67%",66.67,34.24,39.55,"Universität"
"Q317053","Hessen","Justus-Liebig-Universität Gießen","Gießen","Universität","www.uni-giessen.de/ub/digitales-publizieren/openaccess",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",3,"50%",50,34.24,39.55,"Universität"
"Q155354","Hessen","Philipps-Universität Marburg","Marburg","Universität","www.uni-marburg.de/de/ub/forschen/open-access",NA,"ja",NA,"nein","nein","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",3,"50%",50,34.24,39.55,"Universität"
"Q63861164","Mecklenburg-Vorpommern","Fraunhofer-Einrichtung für Großstrukturen in der Produktionstechnik (IGP)","Rostock","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,52.38,39.55,"ForschungsInstitution"
"Q1813734","Mecklenburg-Vorpommern","Leibniz-Institut für Katalyse e. V. an der Universität Rostock (LIKAT)","Rostock","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,52.38,39.55,"ForschungsInstitution"
"Q1813727","Mecklenburg-Vorpommern","Leibniz-Institut für Atmosphärenphysik (IAP)","Kühlungsborn","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,52.38,39.55,"ForschungsInstitution"
"Q1248645","Mecklenburg-Vorpommern","Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)","Greifswald","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,52.38,39.55,"ForschungsInstitution"
"Q872595","Mecklenburg-Vorpommern","Leibniz-Institut für Ostseeforschung Warnemünde (IOW)","Rostock","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.io-warnemuende.de/open-access.html",NA,"ja",NA,"ja, als WGL","ja, als WGL","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,52.38,39.55,"ForschungsInstitution"
"Q871732","Mecklenburg-Vorpommern","Max-Planck-Institut für demografische Forschung (MPIDR)","Rostock","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,52.38,39.55,"ForschungsInstitution"
"Q1622130","Mecklenburg-Vorpommern","Hochschule Neubrandenburg","Neubrandenburg","Hochschule","www.hs-nb.de/bibliothek/hauptmenue/wissenschaftliche-services/publizieren/open-access-beratung/","Prof. Dr. sc. agr. Clemens Fuchs; Enrico Niemczewsky; Prof. Dr. rer. pol. Bernhard Langer; Prof. Dr. Andreas Speck ","ja",NA,"ja","nein","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE",4,"66.67%",66.67,52.38,39.55,"Hochschule"
"Q1391288","Mecklenburg-Vorpommern","Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege des Landes Mecklenburg-Vorpommern","Güstrow","Hochschule",NA,NA,NA,NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,52.38,39.55,"Hochschule"
"Q881130","Mecklenburg-Vorpommern","Hochschule für Musik und Theater Rostock","Rostock","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,52.38,39.55,"Hochschule"
"Q1391231","Mecklenburg-Vorpommern","Hochschule Stralsund","Stralsund","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,52.38,39.55,"Hochschule"
"Q883036","Mecklenburg-Vorpommern","Hochschule Wismar","Wismar","Hochschule",NA,NA,"nein",NA,"nein","nein","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,"0%",0,52.38,39.55,"Hochschule"
"Q1813756","Mecklenburg-Vorpommern","Leibniz-Institut für Nutztierbiologie (FBN)","Dummerstorf","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.fbn-dummerstorf.de/ueber-uns/wissenschaftsorganisation-und-service/bibliothek/",NA,"ja",NA,"ja, als WGL","ja, als WGL","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,52.38,39.55,"ForschungsInstitution"
"Q165528","Mecklenburg-Vorpommern","Universität Greifswald","Greifswald","Universität","www.uni-greifswald.de/forschung/forschungsservice-und-praxis/open-access/","Stefanie Bollin","ja",NA,"ja","nein","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE",5,"83.33%",83.33,52.38,39.55,"Universität"
"Q679945","Mecklenburg-Vorpommern","Universität Rostock","Rostock","Universität","www.ub.uni-rostock.de/wissenschaftliche-services/open-access/open-access-publizieren/","Steffen Malo","ja",NA,"ja","nein","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE",5,"83.33%",83.33,52.38,39.55,"Universität"
"Q1452025","Niedersachsen","Fraunhofer-Institut für Schicht- und Oberflächentechnik (IST)","Braunschweig","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,45.83,39.55,"ForschungsInstitution"
"Q1452035","Niedersachsen","Fraunhofer-Institut für Toxikologie und Experimentelle Medizin (ITEM)","Hannover","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,45.83,39.55,"ForschungsInstitution"
"Q1452010","Niedersachsen","Fraunhofer-Institut für Holzforschung - Wilhelm-Klauditz-Institut (WKI)","Braunschweig","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",4,"66.67%",66.67,45.83,39.55,"ForschungsInstitution"
"Q1603242","Niedersachsen","Helmholtz-Zentrum für Infektionsforschung (HZI)","Braunschweig","Forschungsorganisation: Helmholtz-Gemeinschaft","helmholtz-hzi.bibliotheca-open.de/Zeitschriften/OpenAccess","Axel Plähn","nein","https://gfzpublic.gfz-potsdam.de/pubman/item/item_5004288","ja, als HGF","ja","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE",6,"100%",100,45.83,39.55,"ForschungsInstitution"
"Q414327","Niedersachsen","ARL - Akademie für Raumentwicklung in der Leibniz-Gemeinschaft","Hannover","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,45.83,39.55,"ForschungsInstitution"
"Q1205899","Niedersachsen","Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)","Göttingen","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.dpz.eu/de/abteilung/bibliothek/serviceangebot.html",NA,"ja",NA,"ja, als WGL","ja, als WGL","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5,"83.33%",83.33,45.83,39.55,"ForschungsInstitution"
"Q1203864","Niedersachsen","Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH","Braunschweig","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",4,"66.67%",66.67,45.83,39.55,"ForschungsInstitution"
