"lon","lat","OpenScore_institution"
8.58204972,53.53977,0
7.18113,53.3678,33.33
8.266951,50.221196,0
9.31103,48.7381,33.33
10.76024056,51.8266825,16.67
11.94,50.325,16.67
11.4318,48.7668,16.67
7.8175,48.5747,0
10.3136,47.7158,16.67
7.56956972,50.33604,16.67
9.171757,47.667088,50
12.199,48.5552,16.67
8.44600139,49.48054889,0
11.97799389,51.34458417,16.67
10.0092,48.3804,50
10.0092,48.3804,0
13.2461,53.5567,66.67
7.94278,48.4589,33.33
8.024921,52.282438,33.33
6.93582,51.4064,16.67
9.99749,48.40885,16.67
11.730411,48.395708,16.67
8.51527,49.4765,0
6.98519,49.2327,0
7.82575,50.6613,0
10.00061,53.60244,0
7.11272,50.7207,0
8.48458,49.4691,0
8.94417,48.4581,0
8.76472222,50.1075,0
7.245998,51.446986,0
13.325568,52.518539,0
8.70147,49.41,0
12.0988,49.0251,0
8.68389,52.1117,0
13.384787,52.538862,0
8.23666667,49.99333333,0
11.10868056,49.45861111,0
8.63824,48.0754,0
8.51417,48.065,0
12.3725,51.3142,83.33
13.87443,51.00992,66.67
12.376044,51.31285,0
9.3375,48.6272,50
10.95,50.2647,0
10.03132,53.56757,0
11.57249,49.93962,0
8.79609,53.08438,0
13.8176,52.8329,33.33
13.00308,52.54143,0
13.377222,52.526944,66.67
12.797349,52.906353,0
11.6013,48.1322,0
11.95952,51.49695,66.67
9.94709,51.54095,66.67
11.2357,47.9725,66.67
13.374625,54.094638888889,83.33
8.4719888888889,49.488233333333,100
12.102857,49.015034,100
11.5673,50.9093,66.67
8.855195,53.10916,66.67
11.9716,51.4811,66.67
13.3427,52.524,0
8.72773,48.7729,0
13.3753,52.525,66.67
10.001425,53.544966,0
7.613,51.964,83.33
13.415424,52.511859,0
13.012962,52.374748,0
13.272778,52.444444,83.33
10.7006,53.83596,66.67
8.39444056,49.00655028,0
7.8575,48.0039,16.67
6.964532,50.953411,16.67
13.5342,52.488,33.33
13.724106,51.041797,83.33
11.5718,50.9083,66.67
13.4393,52.5581,0
6.91665,50.9257,66.67
8.25161,49.9985,0
9.48917,51.3042,0
7.45875,51.4899,50
7.461954,51.491522,33.33
11.772,54.1168,66.67
13.647552,52.449662,83.33
12.111595,54.078606,66.67
13.5269,52.4317,66.67
12.47194,51.34663,83.33
13.5048,52.6242,83.33
11.6123,52.1016,83.33
12.2278,54.013,83.33
12.431812,51.351767,66.67
9.054848,48.524439,83.33
13.521437,52.505999,83.33
13.74828,51.0313,66.67
14.1138,52.5161,100
13.3913,52.5138,0
7.12935,50.61726,66.67
8.5556,50.2105,0
9.9930555555556,53.541388888889,0
13.5258,52.4306,66.67
13.5026,52.6248,83.33
13.7186,51.0264,83.33
8.465832,49.481949,83.33
11.5664,50.91,83.33
11.5664,50.91,83.33
9.05806,48.5369,66.67
7.851963,48.025115,83.33
9.9751666666667,53.567722222222,66.67
12.968889,52.415,83.33
12.39166667,51.34138889,83.33
12.39166667,51.34138889,66.67
13.716944,51.026667,66.67
11.9414,51.4953,66.67
11.576135,48.173656,66.67
9.9944,53.5626,50
11.58122,48.14098,66.67
11.5768,48.1482,66.67
6.88689,51.4178,66.67
9.05847,48.5367,66.67
9.937222,51.551111,66.67
8.6204,50.1328,83.33
11.005556,49.576667,66.67
6.91665,50.9257,66.67
7.126389,50.716667,66.67
7.126389,50.716667,50
13.0581,52.396,83.33
9.43388889,47.65861111,16.67
13.0541,52.407,0
9.2094,48.7897,0
9.88465,53.57921,66.67
6.0502111111111,50.777443055556,33.33
10.05658333,53.56138889,0
12.970889,50.988149,50
10.54861111,52.17666667,33.33
9.932658,51.539227,0
13.771,51.029,0
13.3956,52.5131,66.67
7.64778,51.9601,0
7.17827,50.7741,0
8.72306,49.3964,83.33
9.174292,48.772652,0
8.53861,50.0989,0
13.4158,52.5128,0
9.829282,48.791376,50
9.18312167,48.90983778,50
9.645904,47.808403,16.67
11.634473,48.251903,66.67
11.939472222222,51.494555555556,66.67
12.07218306,50.88075944,0
8.65138889,49.41388889,16.67
9.72249,52.35317,66.67
8.41630833,49.31641389,16.67
9.1742888888889,48.80015,0
9.98519,53.56486,83.33
13.3792,52.5302,66.67
11.030037,49.570921,66.67
9.72,52.3814,83.33
10.105222222222,53.571277777778,0
9.67116,50.5546,16.67
8.30138969,50.84152985,0
9.2113,48.487,0
8.49019,52.03764,66.67
9.793727,48.793244,50
8.29382,52.7216,50
8.80583333,50.81472222,0
10.1431498,54.3300361,33.33
13.0643,52.3806,83.33
13.396084,52.51261,66.67
8.63027778,50.17361111,66.67
7.02806,51.5744,33.33
8.61582,49.81331,0
12.3887,51.3347,83.33
9.933947,49.792466,0
12.1073,47.8674,16.67
13.6053,52.5369,50
7.96139,49.9842,16.67
9.65305556,47.81416667,33.33
6.0780555555556,50.777777777778,50
9.96737,51.5606,66.67
12.970278,52.416389,83.33
11.63813,48.08032,50
8.68213,49.40221,0
8.53459,52.01691,0
8.737848,51.730414,66.67
7.213419,51.487843,0
9.18182,48.7926,0
9.818733,52.321481,0
6.807308,50.66238,66.67
9.969976,53.463781,66.67
8.632268,50.174843,66.67
7.7689951,49.4432174,16.67
11.572788,50.909301,66.67
8.858344,53.100155,66.67
6.786487,51.205343,33.33
7.2616666666667,51.443888888889,83.33
8.4169722222222,49.011916666667,100
8.6563888888889,49.875,83.33
9.8794444444444,53.575833333333,83.33
12.3681,51.3333,16.67
11.605167,48.153006,66.67
11.552752777778,48.153433333333,50
7.35729,51.45227,33.33
13.129444,52.41,100
8.6830555555556,50.586944444444,16.67
11.18972222,48.88944444,50
12.36783611,51.33340583,16.67
6.86934,50.9367,16.67
6.771944,51.242222,0
9.976667,53.591389,16.67
8.05,50.0125,0
7.61350639,50.40032528,16.67
8.70917,49.3878,83.33
6.7941694444444,51.1903,66.67
8.6763888888889,50.580833333333,50
10.7058,53.8369,33.33
10.156111,54.338333,100
13.7846,51.0586,83.33
8.6762,50.1201,0
9.975,52.133333333333,66.67
11.96888889,51.48638889,50
6.7913611111111,51.247388888889,33.33
8.38726,49.0144,0
10.18185,54.32723,100
8.67542,49.412276,83.33
9.21111111,49.12194444,16.67
6.99944,50.7325,0
9.4505555555556,54.774861111111,33.33
8.399226,49.005856,50
8.6504,50.2127,0
13.446395,52.493891,0
11.580278,48.153056,0
9.19111,48.894,0
7.84656,48.0009,66.67
10.334444444444,51.804722222222,66.67
7.14944,51.2453,33.33
8.427256,49.004556,0
8.108611,49.204444,33.33
8.6725,49.41416667,100
9.6875,50.5647,66.67
9.75444,52.3775,16.67
8.577,53.5401,66.67
8.2694578170776,49.998348236084,0
11.6125,48.1842,66.67
13.74244444,51.05284167,0
8.7675,53.0981,16.67
13.724863,51.054224,16.67
12.954722,48.829722,16.67
9.992222,53.557222,66.67
9.98267,53.55951,0
9.948611,51.560278,83.33
11.060323,49.450809,0
13.3658,52.5064,100
11.075556,49.448333,50
11.671666666667,48.261111111111,66.67
8.48611,49.469489,0
8.8536111111111,53.108611111111,66.67
8.02833,50.9064,66.67
10.4011,53.2289,66.67
13.202396,52.427976,66.67
8.6513888888889,50.119444444444,66.67
10.6814,53.8647,0
13.283,52.4485,100
13.326388888889,52.511944444444,83.33
7.00444,51.3875,0
7.00444,51.3875,0
7.00444,51.3875,0
7.00444,51.3875,0
8.20756,48.0512,16.67
10.10719,53.56785,33.33
11.33154,50.97832,0
8.5795555555556,53.532722222222,66.67
11.9842,52.2117,16.67
6.9286111111111,50.928055555556,33.33
6.95991,50.9407,50
8.21722,50.0808,0
7.06967,50.7302,66.67
7.06967,50.7302,66.67
6.961217,50.947643,0
13.326944444444,52.509166666667,83.33
11.580277777778,48.150833333333,33.33
7.0121,51.4482,0
7.60809,51.961,16.67
7.0455555555556,49.257777777778,66.67
9.185833,48.778611,0
11.569038888889,48.146758333333,0
13.391286111111,52.513788888889,0
13.4011,52.5156,0
10.0367,47.694,0
11.3291,50.9745,66.67
12.0931658,48.9992339,83.33
8.182222,53.147778,66.67
10.89833333,48.33388889,33.33
9.965,53.54694444,66.67
8.859799,53.103144,0
13.0335544,52.383226,0
8.763828,50.803588,0
7.872515,47.989069,16.67
8.2352777777778,48.345555555556,66.67
11.567805555556,48.146111111111,33.33
6.77365,51.23054,0
13.1042,52.405,66.67
13.39388889,52.58416667,0
7.75306,49.4239,83.33
9.7177277777778,52.382213888889,50
8.7722222222222,51.708055555556,33.33
12.3497,51.3397,83.33
12.3497,51.3397,0
12.394444444444,51.320555555556,66.67
13.6325,52.3194,66.67
7.49527778,51.37722222,33.33
13.3408,50.9181,50
7.006111,51.463889,83.33
6.4119444444444,50.905,100
11.5683,50.9108,83.33
7.04166667,49.25555556,66.67
9.99888889,53.57055556,0
6.6877777777778,49.7475,50
11.0108,50.9914,66.67
8.6791666666667,49.931388888889,100
13.453333333333,48.568333333333,50
10.886666666667,49.893888888889,83.33
9.477843,51.313381,66.67
13.322,52.5139,0
10.919497,48.367868,66.67
8.39083,49.0156,16.67
10.7775,49.2833,0
9.051029,50.090075,66.67
10.201969,53.477698,66.67
13.374427,52.525635,0
13.303843,52.468253,83.33
8.6925,50.1303,33.33
13.314988,52.511749,0
11.671666666667,48.261666666667,66.67
6.96232,50.934,16.67
11.666694444444,48.259388888889,66.67
14.4898,52.3181,66.67
11.938046,51.494962,83.33
8.65205,50.0935,66.67
8.24306,49.9936,83.33
7.861247,47.998451,66.67
9.1881,47.690215,83.33
9.080833,48.746667,83.33
11.0196,49.5472,66.67
13.7244,51.0261,100
9.96944,51.5619,83.33
13.3528,52.5445,33.33
8.760706,50.808855,83.33
12.11111111,54.09388889,66.67
8.25329,49.99717,0
12.0809,54.1795,83.33
13.52583333,52.49305556,83.33
8.229722,49.989167,66.67
8.8475,53.1103,66.67
8.26972,50.0061,83.33
7.92356,49.9533,0
11.5933,48.2225,83.33
10.50166667,52.2575,33.33
6.8991666666667,49.530277777778,83.33
7.80388889,47.9975,0
9.19083,48.8936,0
6.8594,50.9584,66.67
8.19821389,47.67839722,0
12.4288,51.3521,83.33
12.1444,54.0915,0
7.04629,49.25752,66.67
11.6715,48.2636,100
11.583288888889,48.148919444444,0
6.8130555555556,51.239444444444,66.67
11.44583333,53.89,0
8.75494,51.7161,0
13.4739,52.5094,0
13.9497,51.0636,83.33
8.71722,48.8785,0
7.17028,51.2653,0
9.36891,51.76654,33.33
8.712,50.09848,0
13.52194444,52.45361111,66.67
6.886389,51.417778,66.67
8.3838888888889,49.001666666667,16.67
10.905,48.355277777778,16.67
6.62944,49.7681,0
11.543333,48.156944,83.33
7.21722,51.4892,66.67
9.93076,53.54595,0
-73.9902693,40.7421224,0
13.401801,52.520605,66.67
14.332768,51.75875,66.67
12.968889,52.415556,66.67
9.80472222,52.38388889,50
10.02196,53.55627,33.33
9.72889,53.5781,0
12.0951,49.0037,16.67
